speech,label
./kaggle/input\Dataset\disgust\86_disgust.wav,disgust
./kaggle/input\Dataset\disgust\87_disgust.wav,disgust
./kaggle/input\Dataset\disgust\88_disgust.wav,disgust
./kaggle/input\Dataset\disgust\89_disgust.wav,disgust
./kaggle/input\Dataset\disgust\90_disgust.wav,disgust
./kaggle/input\Dataset\disgust\91_disgust.wav,disgust
./kaggle/input\Dataset\disgust\92_disgust.wav,disgust
./kaggle/input\Dataset\disgust\93_disgust.wav,disgust
./kaggle/input\Dataset\disgust\94_disgust.wav,disgust
./kaggle/input\Dataset\disgust\95_disgust.wav,disgust
./kaggle/input\Dataset\disgust\96_disgust.wav,disgust
./kaggle/input\Dataset\disgust\97_disgust.wav,disgust
./kaggle/input\Dataset\disgust\98_disgust.wav,disgust
./kaggle/input\Dataset\disgust\99_disgust.wav,disgust
./kaggle/input\Dataset\fear\01_fear.wav,fear
./kaggle/input\Dataset\fear\02_fear.wav,fear
./kaggle/input\Dataset\fear\03_fear.wav,fear
./kaggle/input\Dataset\fear\04_fear.wav,fear
./kaggle/input\Dataset\fear\05_fear.wav,fear
./kaggle/input\Dataset\fear\06_fear.wav,fear
./kaggle/input\Dataset\fear\07_fear.wav,fear
./kaggle/input\Dataset\fear\08_fear.wav,fear
./kaggle/input\Dataset\fear\09_fear.wav,fear
./kaggle/input\Dataset\fear\100_fear.wav,fear
./kaggle/input\Dataset\fear\101_fear.wav,fear
./kaggle/input\Dataset\fear\102_fear.wav,fear
./kaggle/input\Dataset\fear\103_fear.wav,fear
./kaggle/input\Dataset\fear\104_fear.wav,fear
./kaggle/input\Dataset\fear\105_fear.wav,fear
./kaggle/input\Dataset\fear\106_fear.wav,fear
./kaggle/input\Dataset\fear\107_fear.wav,fear
./kaggle/input\Dataset\fear\108_fear.wav,fear
./kaggle/input\Dataset\fear\109_fear.wav,fear
./kaggle/input\Dataset\fear\10_fear.wav,fear
./kaggle/input\Dataset\fear\110_fear.wav,fear
./kaggle/input\Dataset\fear\111_fear.wav,fear
./kaggle/input\Dataset\fear\112_fear.wav,fear
./kaggle/input\Dataset\fear\113_fear.wav,fear
./kaggle/input\Dataset\fear\114_fear.wav,fear
./kaggle/input\Dataset\fear\115_fear.wav,fear
./kaggle/input\Dataset\fear\116_fear.wav,fear
./kaggle/input\Dataset\fear\117_fear.wav,fear
./kaggle/input\Dataset\fear\118_fear.wav,fear
./kaggle/input\Dataset\fear\119_fear.wav,fear
./kaggle/input\Dataset\fear\11_fear.wav,fear
./kaggle/input\Dataset\fear\120_fear.wav,fear
./kaggle/input\Dataset\fear\121_fear.wav,fear
./kaggle/input\Dataset\fear\122_fear.wav,fear
./kaggle/input\Dataset\fear\123_fear.wav,fear
./kaggle/input\Dataset\fear\124_fear.wav,fear
./kaggle/input\Dataset\fear\125_fear.wav,fear
./kaggle/input\Dataset\fear\126_fear.wav,fear
./kaggle/input\Dataset\fear\127_fear.wav,fear
./kaggle/input\Dataset\fear\128_fear.wav,fear
./kaggle/input\Dataset\fear\129_fear.wav,fear
./kaggle/input\Dataset\fear\12_fear.wav,fear
./kaggle/input\Dataset\fear\130_fear.wav,fear
./kaggle/input\Dataset\fear\131_fear.wav,fear
./kaggle/input\Dataset\fear\132_fear.wav,fear
./kaggle/input\Dataset\fear\133_fear.wav,fear
./kaggle/input\Dataset\fear\134_fear.wav,fear
./kaggle/input\Dataset\fear\135_fear.wav,fear
./kaggle/input\Dataset\fear\136_fear.wav,fear
./kaggle/input\Dataset\fear\137_fear.wav,fear
./kaggle/input\Dataset\fear\138_fear.wav,fear
./kaggle/input\Dataset\fear\139_fear.wav,fear
./kaggle/input\Dataset\fear\13_fear.wav,fear
./kaggle/input\Dataset\fear\140_fear.wav,fear
./kaggle/input\Dataset\fear\141_fear.wav,fear
./kaggle/input\Dataset\fear\142_fear.wav,fear
./kaggle/input\Dataset\fear\143_fear.wav,fear
./kaggle/input\Dataset\fear\144_fear.wav,fear
./kaggle/input\Dataset\fear\145_fear.wav,fear
./kaggle/input\Dataset\fear\146_fear.wav,fear
./kaggle/input\Dataset\fear\147_fear.wav,fear
./kaggle/input\Dataset\fear\148_fear.wav,fear
./kaggle/input\Dataset\fear\149_fear.wav,fear
./kaggle/input\Dataset\fear\14_fear.wav,fear
./kaggle/input\Dataset\fear\150_fear.wav,fear
./kaggle/input\Dataset\fear\151_fear.wav,fear
./kaggle/input\Dataset\fear\152_fear.wav,fear
./kaggle/input\Dataset\fear\153_fear.wav,fear
./kaggle/input\Dataset\fear\154_fear.wav,fear
./kaggle/input\Dataset\fear\155_fear.wav,fear
./kaggle/input\Dataset\fear\156_fear.wav,fear
./kaggle/input\Dataset\fear\157_fear.wav,fear
./kaggle/input\Dataset\fear\158_fear.wav,fear
./kaggle/input\Dataset\fear\159_fear.wav,fear
./kaggle/input\Dataset\fear\15_fear.wav,fear
./kaggle/input\Dataset\fear\160_fear.wav,fear
./kaggle/input\Dataset\fear\161_fear.wav,fear
./kaggle/input\Dataset\fear\162_fear.wav,fear
./kaggle/input\Dataset\fear\163_fear.wav,fear
./kaggle/input\Dataset\fear\164_fear.wav,fear
./kaggle/input\Dataset\fear\165_fear.wav,fear
./kaggle/input\Dataset\fear\166_fear.wav,fear
./kaggle/input\Dataset\fear\167_fear.wav,fear
./kaggle/input\Dataset\fear\168_fear.wav,fear
./kaggle/input\Dataset\fear\169_fear.wav,fear
./kaggle/input\Dataset\fear\16_fear.wav,fear
./kaggle/input\Dataset\fear\170_fear.wav,fear
./kaggle/input\Dataset\fear\171_fear.wav,fear
./kaggle/input\Dataset\fear\172_fear.wav,fear
./kaggle/input\Dataset\fear\173_fear.wav,fear
./kaggle/input\Dataset\fear\174_fear.wav,fear
./kaggle/input\Dataset\fear\175_fear.wav,fear
./kaggle/input\Dataset\fear\176_fear.wav,fear
./kaggle/input\Dataset\fear\177_fear.wav,fear
./kaggle/input\Dataset\fear\178_fear.wav,fear
./kaggle/input\Dataset\fear\179_fear.wav,fear
./kaggle/input\Dataset\fear\17_fear.wav,fear
./kaggle/input\Dataset\fear\180_fear.wav,fear
./kaggle/input\Dataset\fear\181_fear.wav,fear
./kaggle/input\Dataset\fear\182_fear.wav,fear
./kaggle/input\Dataset\fear\183_fear.wav,fear
./kaggle/input\Dataset\fear\184_fear.wav,fear
./kaggle/input\Dataset\fear\185_fear.wav,fear
./kaggle/input\Dataset\fear\186_fear.wav,fear
./kaggle/input\Dataset\fear\187_fear.wav,fear
./kaggle/input\Dataset\fear\188_fear.wav,fear
./kaggle/input\Dataset\fear\189_fear.wav,fear
./kaggle/input\Dataset\fear\18_fear.wav,fear
./kaggle/input\Dataset\fear\190_fear.wav,fear
./kaggle/input\Dataset\fear\191_fear.wav,fear
./kaggle/input\Dataset\fear\192_fear.wav,fear
./kaggle/input\Dataset\fear\193_fear.wav,fear
./kaggle/input\Dataset\fear\194_fear.wav,fear
./kaggle/input\Dataset\fear\195_fear.wav,fear
./kaggle/input\Dataset\fear\196_fear.wav,fear
./kaggle/input\Dataset\fear\197_fear.wav,fear
./kaggle/input\Dataset\fear\198_fear.wav,fear
./kaggle/input\Dataset\fear\199_fear.wav,fear
./kaggle/input\Dataset\fear\19_fear.wav,fear
./kaggle/input\Dataset\fear\200_fear.wav,fear
./kaggle/input\Dataset\fear\201_fear.wav,fear
./kaggle/input\Dataset\fear\202_fear.wav,fear
./kaggle/input\Dataset\fear\203_fear.wav,fear
./kaggle/input\Dataset\fear\204_fear.wav,fear
./kaggle/input\Dataset\fear\205_fear.wav,fear
./kaggle/input\Dataset\fear\206_fear.wav,fear
./kaggle/input\Dataset\fear\207_fear.wav,fear
./kaggle/input\Dataset\fear\208_fear.wav,fear
./kaggle/input\Dataset\fear\209_fear.wav,fear
./kaggle/input\Dataset\fear\20_fear.wav,fear
./kaggle/input\Dataset\fear\210_fear.wav,fear
./kaggle/input\Dataset\fear\211_fear.wav,fear
./kaggle/input\Dataset\fear\212_fear.wav,fear
./kaggle/input\Dataset\fear\213_fear.wav,fear
./kaggle/input\Dataset\fear\214_fear.wav,fear
./kaggle/input\Dataset\fear\215_fear.wav,fear
./kaggle/input\Dataset\fear\216_fear.wav,fear
./kaggle/input\Dataset\fear\217_fear.wav,fear
./kaggle/input\Dataset\fear\218_fear.wav,fear
./kaggle/input\Dataset\fear\219_fear.wav,fear
./kaggle/input\Dataset\fear\21_fear.wav,fear
./kaggle/input\Dataset\fear\220_fear.wav,fear
./kaggle/input\Dataset\fear\221_fear.wav,fear
./kaggle/input\Dataset\fear\222_fear.wav,fear
./kaggle/input\Dataset\fear\223_fear.wav,fear
./kaggle/input\Dataset\fear\224_fear.wav,fear
./kaggle/input\Dataset\fear\225_fear.wav,fear
./kaggle/input\Dataset\fear\226_fear.wav,fear
./kaggle/input\Dataset\fear\227_fear.wav,fear
./kaggle/input\Dataset\fear\228_fear.wav,fear
./kaggle/input\Dataset\fear\229_fear.wav,fear
./kaggle/input\Dataset\fear\22_fear.wav,fear
./kaggle/input\Dataset\fear\230_fear.wav,fear
./kaggle/input\Dataset\fear\231_fear.wav,fear
./kaggle/input\Dataset\fear\232_fear.wav,fear
./kaggle/input\Dataset\fear\233_fear.wav,fear
./kaggle/input\Dataset\fear\234_fear.wav,fear
./kaggle/input\Dataset\fear\235_fear.wav,fear
./kaggle/input\Dataset\fear\236_fear.wav,fear
./kaggle/input\Dataset\fear\237_fear.wav,fear
./kaggle/input\Dataset\fear\238_fear.wav,fear
./kaggle/input\Dataset\fear\239_fear.wav,fear
./kaggle/input\Dataset\fear\23_fear.wav,fear
./kaggle/input\Dataset\fear\240_fear.wav,fear
./kaggle/input\Dataset\fear\241_fear.wav,fear
./kaggle/input\Dataset\fear\242_fear.wav,fear
./kaggle/input\Dataset\fear\243_fear.wav,fear
./kaggle/input\Dataset\fear\244_fear.wav,fear
./kaggle/input\Dataset\fear\245_fear.wav,fear
./kaggle/input\Dataset\fear\246_fear.wav,fear
./kaggle/input\Dataset\fear\247_fear.wav,fear
./kaggle/input\Dataset\fear\248_fear.wav,fear
./kaggle/input\Dataset\fear\249_fear.wav,fear
./kaggle/input\Dataset\fear\24_fear.wav,fear
./kaggle/input\Dataset\fear\250_fear.wav,fear
./kaggle/input\Dataset\fear\251_fear.wav,fear
./kaggle/input\Dataset\fear\252_fear.wav,fear
./kaggle/input\Dataset\fear\25_fear.wav,fear
./kaggle/input\Dataset\fear\26_fear.wav,fear
./kaggle/input\Dataset\fear\27_fear.wav,fear
./kaggle/input\Dataset\fear\28_fear.wav,fear
./kaggle/input\Dataset\fear\29_fear.wav,fear
./kaggle/input\Dataset\fear\30_fear.wav,fear
./kaggle/input\Dataset\fear\31_fear.wav,fear
./kaggle/input\Dataset\fear\32_fear.wav,fear
./kaggle/input\Dataset\fear\33_fear.wav,fear
./kaggle/input\Dataset\fear\34_fear.wav,fear
./kaggle/input\Dataset\fear\35_fear.wav,fear
./kaggle/input\Dataset\fear\36_fear.wav,fear
./kaggle/input\Dataset\fear\37_fear.wav,fear
./kaggle/input\Dataset\fear\38_fear.wav,fear
./kaggle/input\Dataset\fear\39_fear.wav,fear
./kaggle/input\Dataset\fear\40_fear.wav,fear
./kaggle/input\Dataset\fear\41_fear.wav,fear
./kaggle/input\Dataset\fear\42_fear.wav,fear
./kaggle/input\Dataset\fear\43_fear.wav,fear
./kaggle/input\Dataset\fear\44_fear.wav,fear
./kaggle/input\Dataset\fear\45_fear.wav,fear
./kaggle/input\Dataset\fear\46_fear.wav,fear
./kaggle/input\Dataset\fear\47_fear.wav,fear
./kaggle/input\Dataset\fear\48_fear.wav,fear
./kaggle/input\Dataset\fear\49_fear.wav,fear
./kaggle/input\Dataset\fear\50_fear.wav,fear
./kaggle/input\Dataset\fear\51_fear.wav,fear
./kaggle/input\Dataset\fear\52_fear.wav,fear
./kaggle/input\Dataset\fear\53_fear.wav,fear
./kaggle/input\Dataset\fear\54_fear.wav,fear
./kaggle/input\Dataset\fear\55_fear.wav,fear
./kaggle/input\Dataset\fear\56_fear.wav,fear
./kaggle/input\Dataset\fear\57_fear.wav,fear
./kaggle/input\Dataset\fear\58_fear.wav,fear
./kaggle/input\Dataset\fear\59_fear.wav,fear
./kaggle/input\Dataset\fear\60_fear.wav,fear
./kaggle/input\Dataset\fear\61_fear.wav,fear
./kaggle/input\Dataset\fear\62_fear.wav,fear
./kaggle/input\Dataset\fear\63_fear.wav,fear
./kaggle/input\Dataset\fear\64_fear.wav,fear
./kaggle/input\Dataset\fear\65_fear.wav,fear
./kaggle/input\Dataset\fear\66_fear.wav,fear
./kaggle/input\Dataset\fear\67_fear.wav,fear
./kaggle/input\Dataset\fear\68_fear.wav,fear
./kaggle/input\Dataset\fear\69_fear.wav,fear
./kaggle/input\Dataset\fear\70_fear.wav,fear
./kaggle/input\Dataset\fear\71_fear.wav,fear
./kaggle/input\Dataset\fear\72_fear.wav,fear
./kaggle/input\Dataset\fear\73_fear.wav,fear
./kaggle/input\Dataset\fear\74_fear.wav,fear
./kaggle/input\Dataset\fear\75_fear.wav,fear
./kaggle/input\Dataset\fear\76_fear.wav,fear
./kaggle/input\Dataset\fear\77_fear.wav,fear
./kaggle/input\Dataset\fear\78_fear.wav,fear
./kaggle/input\Dataset\fear\79_fear.wav,fear
./kaggle/input\Dataset\fear\80_fear.wav,fear
./kaggle/input\Dataset\fear\81_fear.wav,fear
./kaggle/input\Dataset\fear\82_fear.wav,fear
./kaggle/input\Dataset\fear\83_fear.wav,fear
./kaggle/input\Dataset\fear\84_fear.wav,fear
./kaggle/input\Dataset\fear\85_fear.wav,fear
./kaggle/input\Dataset\fear\86_fear.wav,fear
./kaggle/input\Dataset\fear\87_fear.wav,fear
./kaggle/input\Dataset\fear\88_fear.wav,fear
./kaggle/input\Dataset\fear\89_fear.wav,fear
./kaggle/input\Dataset\fear\90_fear.wav,fear
./kaggle/input\Dataset\fear\91_fear.wav,fear
./kaggle/input\Dataset\fear\92_fear.wav,fear
./kaggle/input\Dataset\fear\93_fear.wav,fear
./kaggle/input\Dataset\fear\94_fear.wav,fear
./kaggle/input\Dataset\fear\95_fear.wav,fear
./kaggle/input\Dataset\fear\96_fear.wav,fear
./kaggle/input\Dataset\fear\97_fear.wav,fear
./kaggle/input\Dataset\fear\98_fear.wav,fear
./kaggle/input\Dataset\fear\99_fear.wav,fear
./kaggle/input\Dataset\fear\fear.wav,fear
./kaggle/input\Dataset\happy\01_happy.wav,happy
./kaggle/input\Dataset\happy\02_happy.wav,happy
./kaggle/input\Dataset\happy\03_happy.wav,happy
./kaggle/input\Dataset\happy\04_happy.wav,happy
./kaggle/input\Dataset\happy\05_happy.wav,happy
./kaggle/input\Dataset\happy\06_happy.wav,happy
./kaggle/input\Dataset\happy\07_happy.wav,happy
./kaggle/input\Dataset\happy\08_happy.wav,happy
./kaggle/input\Dataset\happy\09_happy.wav,happy
./kaggle/input\Dataset\happy\100_happy.wav,happy
./kaggle/input\Dataset\happy\101_happy.wav,happy
./kaggle/input\Dataset\happy\102_happy.wav,happy
./kaggle/input\Dataset\happy\103_happy.wav,happy
./kaggle/input\Dataset\happy\104_happy.wav,happy
./kaggle/input\Dataset\happy\105_happy.wav,happy
./kaggle/input\Dataset\happy\106_happy.wav,happy
./kaggle/input\Dataset\happy\107_happy.wav,happy
./kaggle/input\Dataset\happy\108_happy.wav,happy
./kaggle/input\Dataset\happy\109_happy.wav,happy
./kaggle/input\Dataset\happy\10_happy.wav,happy
./kaggle/input\Dataset\happy\110_happy.wav,happy
./kaggle/input\Dataset\happy\111_happy.wav,happy
./kaggle/input\Dataset\happy\112_happy.wav,happy
./kaggle/input\Dataset\happy\113_happy.wav,happy
./kaggle/input\Dataset\happy\114_happy.wav,happy
./kaggle/input\Dataset\happy\115_happy.wav,happy
./kaggle/input\Dataset\happy\116_happy.wav,happy
./kaggle/input\Dataset\happy\117_happy.wav,happy
./kaggle/input\Dataset\happy\118_happy.wav,happy
./kaggle/input\Dataset\happy\119_happy.wav,happy
./kaggle/input\Dataset\happy\11_happy.wav,happy
./kaggle/input\Dataset\happy\120_happy.wav,happy
./kaggle/input\Dataset\happy\121_happy.wav,happy
./kaggle/input\Dataset\happy\122_happy.wav,happy
./kaggle/input\Dataset\happy\123_happy.wav,happy
./kaggle/input\Dataset\happy\124_happy.wav,happy
./kaggle/input\Dataset\happy\125_happy.wav,happy
./kaggle/input\Dataset\happy\126_happy.wav,happy
./kaggle/input\Dataset\happy\127_happy.wav,happy
./kaggle/input\Dataset\happy\128_happy.wav,happy
./kaggle/input\Dataset\happy\129_happy.wav,happy
./kaggle/input\Dataset\happy\12_happy.wav,happy
./kaggle/input\Dataset\happy\130_happy.wav,happy
./kaggle/input\Dataset\happy\131_happy.wav,happy
./kaggle/input\Dataset\happy\132_happy.wav,happy
./kaggle/input\Dataset\happy\133_happy.wav,happy
./kaggle/input\Dataset\happy\134_happy.wav,happy
./kaggle/input\Dataset\happy\135_happy.wav,happy
./kaggle/input\Dataset\happy\136_happy.wav,happy
./kaggle/input\Dataset\happy\137_happy.wav,happy
./kaggle/input\Dataset\happy\138_happy.wav,happy
./kaggle/input\Dataset\happy\139_happy.wav,happy
./kaggle/input\Dataset\happy\13_happy.wav,happy
./kaggle/input\Dataset\happy\140_happy.wav,happy
./kaggle/input\Dataset\happy\141_happy.wav,happy
./kaggle/input\Dataset\happy\142_happy.wav,happy
./kaggle/input\Dataset\happy\143_happy.wav,happy
./kaggle/input\Dataset\happy\144_happy.wav,happy
./kaggle/input\Dataset\happy\145_happy.wav,happy
./kaggle/input\Dataset\happy\146_happy.wav,happy
./kaggle/input\Dataset\happy\147_happy.wav,happy
./kaggle/input\Dataset\happy\148_happy.wav,happy
./kaggle/input\Dataset\happy\149_happy.wav,happy
./kaggle/input\Dataset\happy\14_happy.wav,happy
./kaggle/input\Dataset\happy\150_happy.wav,happy
./kaggle/input\Dataset\happy\151_happy.wav,happy
./kaggle/input\Dataset\happy\152_happy.wav,happy
./kaggle/input\Dataset\happy\153_happy.wav,happy
./kaggle/input\Dataset\happy\154_happy.wav,happy
./kaggle/input\Dataset\happy\155_happy.wav,happy
./kaggle/input\Dataset\happy\156_happy.wav,happy
./kaggle/input\Dataset\happy\157_happy.wav,happy
./kaggle/input\Dataset\happy\158_happy.wav,happy
./kaggle/input\Dataset\happy\159_happy.wav,happy
./kaggle/input\Dataset\happy\15_happy.wav,happy
./kaggle/input\Dataset\happy\160_happy.wav,happy
./kaggle/input\Dataset\happy\161_happy.wav,happy
./kaggle/input\Dataset\happy\162_happy.wav,happy
./kaggle/input\Dataset\happy\163_happy.wav,happy
./kaggle/input\Dataset\happy\164_happy.wav,happy
./kaggle/input\Dataset\happy\165_happy.wav,happy
./kaggle/input\Dataset\happy\166_happy.wav,happy
./kaggle/input\Dataset\happy\167_happy.wav,happy
./kaggle/input\Dataset\happy\168_happy.wav,happy
./kaggle/input\Dataset\happy\169_happy.wav,happy
./kaggle/input\Dataset\happy\16_happy.wav,happy
./kaggle/input\Dataset\happy\170_happy.wav,happy
./kaggle/input\Dataset\happy\171_happy.wav,happy
./kaggle/input\Dataset\happy\172_happy.wav,happy
./kaggle/input\Dataset\happy\173_happy.wav,happy
./kaggle/input\Dataset\happy\174_happy.wav,happy
./kaggle/input\Dataset\happy\175_happy.wav,happy
./kaggle/input\Dataset\happy\176_happy.wav,happy
./kaggle/input\Dataset\happy\177_happy.wav,happy
./kaggle/input\Dataset\happy\178_happy.wav,happy
./kaggle/input\Dataset\happy\179_happy.wav,happy
./kaggle/input\Dataset\happy\17_happy.wav,happy
./kaggle/input\Dataset\happy\180_happy.wav,happy
./kaggle/input\Dataset\happy\181_happy.wav,happy
./kaggle/input\Dataset\happy\182_happy.wav,happy
./kaggle/input\Dataset\happy\183_happy.wav,happy
./kaggle/input\Dataset\happy\184_happy.wav,happy
./kaggle/input\Dataset\happy\185_happy.wav,happy
./kaggle/input\Dataset\happy\186_happy.wav,happy
./kaggle/input\Dataset\happy\187_happy.wav,happy
./kaggle/input\Dataset\happy\188_happy.wav,happy
./kaggle/input\Dataset\happy\189_happy.wav,happy
./kaggle/input\Dataset\happy\18_happy.wav,happy
./kaggle/input\Dataset\happy\190_happy.wav,happy
./kaggle/input\Dataset\happy\191_happy.wav,happy
./kaggle/input\Dataset\happy\192_happy.wav,happy
./kaggle/input\Dataset\happy\193_happy.wav,happy
./kaggle/input\Dataset\happy\194_happy.wav,happy
./kaggle/input\Dataset\happy\195_happy.wav,happy
./kaggle/input\Dataset\happy\196_happy.wav,happy
./kaggle/input\Dataset\happy\197_happy.wav,happy
./kaggle/input\Dataset\happy\198_happy.wav,happy
./kaggle/input\Dataset\happy\199_happy.wav,happy
./kaggle/input\Dataset\happy\19_happy.wav,happy
./kaggle/input\Dataset\happy\200_happy.wav,happy
./kaggle/input\Dataset\happy\201_happy.wav,happy
./kaggle/input\Dataset\happy\202_happy.wav,happy
./kaggle/input\Dataset\happy\203_happy.wav,happy
./kaggle/input\Dataset\happy\204_happy.wav,happy
./kaggle/input\Dataset\happy\205_happy.wav,happy
./kaggle/input\Dataset\happy\206_happy.wav,happy
./kaggle/input\Dataset\happy\207_happy.wav,happy
./kaggle/input\Dataset\happy\208_happy.wav,happy
./kaggle/input\Dataset\happy\209_happy.wav,happy
./kaggle/input\Dataset\happy\20_happy.wav,happy
./kaggle/input\Dataset\happy\210_happy.wav,happy
./kaggle/input\Dataset\happy\211_happy.wav,happy
./kaggle/input\Dataset\happy\212_happy.wav,happy
./kaggle/input\Dataset\happy\213_happy.wav,happy
